town,area,price
Stuyvesant Town,217,4566000
Stuyvesant Town,148,2345000
Midtown West,121,2739000
Chinatown,84,949000
Upper East Side,403,10856000
Little Italy,94,2329000
Washington Heights,165,1114000
Little Italy,206,5853000
Greenwich Village,257,7195000
Kips Bay,165,3193000
Little Italy,99,2260000
Kips Bay,268,3947000
Greenwich Village,112,2853000
Washington Heights,128,911000
West Village,256,5226000
Kips Bay,178,2521000
Kips Bay,65,1446000
Financial District,170,2231000
Chelsea,173,3707000
Washington Heights,94,716000
SoHo,204,4007000
Hudson Yards,122,3861000
Stuyvesant Town,173,2533000
East Harlem,139,1496000
Kips Bay,226,3972000
Lower East Side,237,3224000
West Village,301,8070000
Carnegie Hill,154,3912000
Murray Hill,212,5113000
Washington Heights,154,1109000
SoHo,253,8140000
Flatiron,193,3584000
Upper East Side,110,4034000
Carnegie Hill,56,1641000
Upper East Side,371,11858000
Financial District,123,2409000
Harlem,144,2201000
East Harlem,184,1609000
Harlem,274,2850000
Morningside Heights,95,1458000
Harlem,172,1622000
East Harlem,138,1269000
Greenwich Village,120,3628000
Midtown East,146,2396000
Chelsea,265,7264000
Upper East Side,415,11206000
SoHo,465,11312000
Hudson Yards,215,8171000
Morningside Heights,96,1117000
Morningside Heights,216,2003000
Inwood,106,726000
East Harlem,176,1739000
Battery Park City,274,5535000
Two Bridges,107,1210000
Hudson Yards,90,2874000
Chelsea,75,1894000
Gramercy Park,221,5271000
Stuyvesant Town,109,1848000
Flatiron,74,2326000
Hudson Yards,225,5358000
Hudson Yards,188,7461000
Harlem,197,1749000
Two Bridges,141,1675000
Chinatown,230,3065000
Chelsea,158,2779000
Flatiron,319,6927000
Flatiron,162,4111000
Hudson Yards,281,8920000
Midtown West,201,3795000
Inwood,72,475000
Hell's Kitchen,178,2627000
Greenwich Village,152,4225000
West Village,357,9173000
Greenwich Village,254,6687000
Upper West Side,279,5734000
Harlem,76,764000
Harlem,108,1171000
Stuyvesant Town,103,1076000
Washington Heights,181,1442000
SoHo,331,11014000
Chelsea,98,3092000
Battery Park City,94,1600000
East Harlem,102,801000
Morningside Heights,126,1772000
Financial District,350,5099000
Washington Heights,150,1300000
Lower East Side,196,3323000
SoHo,182,4063000
Upper East Side,343,9443000
Murray Hill,97,1833000
Hudson Yards,208,9653000
Greenwich Village,42,1197000
Battery Park City,194,4645000
Midtown East,206,6285000
East Harlem,139,961000
Midtown East,173,5124000
Hudson Yards,155,4246000
Greenwich Village,54,1400000
Gramercy Park,204,4286000
Chelsea,92,1833000
Harlem,119,1394000
Hudson Yards,327,9869000
Lower East Side,192,3413000
Kips Bay,192,4977000
Chelsea,159,4154000
Little Italy,37,912000
SoHo,142,4055000
Carnegie Hill,275,6417000
Inwood,128,640000
Carnegie Hill,229,4987000
East Harlem,111,1063000
Two Bridges,213,2941000
Greenwich Village,292,8116000
Greenwich Village,126,3698000
East Harlem,52,517000
West Village,243,8846000
Washington Heights,123,860000
Morningside Heights,202,2190000
East Harlem,162,1512000
Stuyvesant Town,100,1458000
Upper West Side,232,3850000
Upper West Side,300,6796000
Inwood,113,729000
Hamilton Heights,33,286000
Hamilton Heights,135,1051000
Harlem,190,1926000
Hell's Kitchen,172,2964000
Harlem,252,2455000
Murray Hill,162,3400000
Midtown West,172,4955000
Harlem,202,2661000
Flatiron,175,2999000
Chinatown,128,1347000
Battery Park City,213,4194000
Midtown West,314,6644000
Gramercy Park,93,1739000
Upper West Side,183,4732000
Inwood,124,704000
Greenwich Village,227,6018000
East Harlem,159,1154000
Lower East Side,216,3686000
Nolita,262,7316000
Lower East Side,113,1644000
Battery Park City,81,1332000
Financial District,264,5875000
Battery Park City,168,4128000
Chelsea,303,9045000
Little Italy,140,4447000
Stuyvesant Town,108,1709000
Tribeca,259,13122000
Murray Hill,158,2655000
Tribeca,286,8330000
Financial District,294,7676000
Chinatown,175,2329000
Midtown West,216,3947000
Stuyvesant Town,83,1112000
Kips Bay,132,2390000
Washington Heights,99,627000
Midtown East,413,9856000
Carnegie Hill,188,3480000
Midtown East,259,5387000
Flatiron,202,6046000
Washington Heights,151,868000
Harlem,201,1966000
Chinatown,187,2456000
Hudson Yards,81,2481000
Tribeca,250,8330000
Hell's Kitchen,197,3300000
Hell's Kitchen,90,2702000
Stuyvesant Town,153,2921000
Flatiron,279,6812000
Inwood,176,930000
East Harlem,133,1064000
Gramercy Park,218,5013000
Battery Park City,124,3038000
West Village,261,7917000
Hudson Yards,310,12392000
Upper East Side,225,8319000
Chelsea,147,2982000
Stuyvesant Town,96,1261000
East Harlem,212,1883000
Tribeca,391,11940000
Greenwich Village,188,5865000
Midtown East,236,6054000
Midtown East,180,4674000
Upper West Side,226,5230000
Chinatown,113,1524000
Little Italy,192,3099000
Nolita,226,7052000
Gramercy Park,146,3321000
Nolita,325,10539000
Hamilton Heights,75,774000
Greenwich Village,229,5836000
Washington Heights,69,490000
Midtown East,146,2492000
Carnegie Hill,124,2875000
Kips Bay,139,3327000
Morningside Heights,130,1217000
Battery Park City,56,1196000
Washington Heights,102,817000
Tribeca,268,9003000
Upper East Side,435,11360000
Midtown East,234,6888000
Morningside Heights,202,2165000
Morningside Heights,189,2640000
West Village,418,9339000
Hell's Kitchen,201,3491000
West Village,283,9137000
Flatiron,320,9190000
Tribeca,164,3755000
Battery Park City,173,2934000
Two Bridges,77,1055000
Greenwich Village,42,907000
Little Italy,169,4663000
Battery Park City,210,4843000
Chelsea,256,5809000
Stuyvesant Town,134,1512000
Hell's Kitchen,202,3644000
Kips Bay,156,2696000
Two Bridges,98,1403000
Stuyvesant Town,149,2368000
Tribeca,432,15583000
Kips Bay,279,5572000
Kips Bay,140,3063000
Hamilton Heights,99,818000
Greenwich Village,118,4185000
SoHo,385,14495000
Two Bridges,127,1564000
East Harlem,132,775000
Kips Bay,179,2848000
East Harlem,128,1039000
Upper West Side,231,4004000
Inwood,147,994000
Midtown West,268,6709000
East Harlem,101,950000
Flatiron,207,4747000
Little Italy,219,5139000
Hamilton Heights,100,815000
Murray Hill,112,1979000
Midtown East,134,2437000
Upper West Side,197,4793000
Lower East Side,229,3920000
Murray Hill,195,4458000
Tribeca,179,7419000
Kips Bay,183,4001000
SoHo,254,8452000
Greenwich Village,212,6611000
Upper East Side,323,7979000
Upper West Side,487,10079000
Carnegie Hill,181,4484000
West Village,274,9017000
Hell's Kitchen,248,4960000
Midtown West,372,9614000
Chinatown,86,1175000
Kips Bay,116,2350000
SoHo,220,8072000
Chelsea,123,4171000
Flatiron,143,1943000
West Village,193,6065000
Upper West Side,328,8009000
Inwood,123,969000
Greenwich Village,99,3396000
Harlem,92,1033000
Little Italy,116,4070000
Battery Park City,284,5737000
Battery Park City,228,5026000
Upper East Side,165,4524000
Kips Bay,82,1492000
Flatiron,167,4388000
Greenwich Village,114,4598000
Nolita,189,4352000
Upper West Side,161,4534000
Carnegie Hill,133,3187000
Hamilton Heights,45,286000
Nolita,122,3237000
Morningside Heights,37,448000
SoHo,253,9962000
Hudson Yards,455,15520000
Washington Heights,191,1124000
Battery Park City,273,6793000
Midtown West,200,5812000
Gramercy Park,355,8750000
Hamilton Heights,89,729000
Nolita,157,2855000
Inwood,78,627000
Midtown West,244,5207000
Greenwich Village,129,4472000
Washington Heights,164,945000
Inwood,132,983000
Midtown West,159,3554000
Inwood,130,597000
Nolita,161,4246000
Gramercy Park,188,4389000
East Harlem,97,835000
Two Bridges,173,3109000
East Harlem,161,1233000
Financial District,291,6162000
Carnegie Hill,384,8310000
East Harlem,121,1147000
Carnegie Hill,96,2473000
Upper West Side,348,8253000
Hudson Yards,302,10253000
Hell's Kitchen,112,3072000
Midtown East,209,5496000
Carnegie Hill,325,7773000
Chelsea,88,2261000
Financial District,136,2116000
SoHo,301,10207000
Washington Heights,110,971000
Morningside Heights,147,1643000
Midtown East,37,935000
Chinatown,166,2459000
Stuyvesant Town,219,3244000
SoHo,465,16281000
Little Italy,56,1379000
West Village,293,6917000
Lower East Side,181,2398000
Washington Heights,170,1091000
Tribeca,342,9934000
Hell's Kitchen,113,2429000
Chelsea,224,4374000
SoHo,165,4442000
Hamilton Heights,150,1461000
Gramercy Park,94,1765000
Harlem,153,1449000
Washington Heights,109,709000
Harlem,279,2290000
Lower East Side,165,3097000
Nolita,194,6028000
Hell's Kitchen,191,3130000
Battery Park City,142,2249000
Lower East Side,251,4308000
Nolita,261,7064000
Midtown West,179,2844000
Lower East Side,129,2029000
Harlem,183,2035000
Little Italy,179,3983000
Chelsea,212,3749000
Murray Hill,246,6200000
Hudson Yards,423,12524000
Harlem,151,1880000
Hell's Kitchen,114,2238000
Washington Heights,196,1720000
Morningside Heights,136,1183000
Chinatown,65,903000
Harlem,110,1182000
Midtown East,150,4239000
Chelsea,129,2879000
Harlem,213,1696000
Chelsea,228,5592000
West Village,293,7454000
Lower East Side,45,772000
Upper East Side,208,5950000
Flatiron,131,3123000
Nolita,201,5047000
Harlem,182,2438000
Tribeca,538,23541000
Stuyvesant Town,147,1656000
Tribeca,380,13478000
Lower East Side,218,3502000
East Harlem,191,1278000
Midtown East,337,6840000
Tribeca,84,3218000
Battery Park City,46,1178000
Kips Bay,211,4166000
Midtown East,296,5283000
Little Italy,95,2279000
Inwood,111,803000
Battery Park City,231,6144000
Chinatown,151,1648000
Upper East Side,296,8787000
Harlem,194,1711000
Carnegie Hill,235,6856000
Kips Bay,172,2750000
Tribeca,442,11447000
Upper East Side,459,11935000
Midtown West,94,1556000
Carnegie Hill,158,4724000
Hell's Kitchen,95,2745000
East Harlem,165,1900000
Inwood,119,745000
SoHo,252,7501000
Hudson Yards,360,12653000
Hamilton Heights,83,662000
Chinatown,98,1165000
Morningside Heights,163,1682000
Hell's Kitchen,182,4128000
Chinatown,148,1835000
Hell's Kitchen,208,5166000
West Village,201,5482000
SoHo,262,10566000
Murray Hill,103,2163000
Morningside Heights,156,2089000
Two Bridges,155,2151000
Upper East Side,483,15058000
Hudson Yards,87,3509000
Midtown East,159,4027000
West Village,366,12709000
Chelsea,225,5704000
Harlem,126,1662000
Morningside Heights,124,1149000
Gramercy Park,263,6022000
Chelsea,139,3059000
Upper East Side,743,18598000
Upper West Side,328,6844000
East Harlem,126,1068000
Carnegie Hill,199,4487000
Hamilton Heights,179,978000
Hudson Yards,233,8131000
Greenwich Village,297,7163000
Hudson Yards,151,5721000
Hell's Kitchen,279,5710000
Carnegie Hill,410,12231000
Nolita,243,4384000
Little Italy,191,3539000
Tribeca,522,18104000
SoHo,211,4649000
Nolita,229,7784000
Chelsea,234,4515000
Flatiron,342,10562000
Kips Bay,105,1320000
Battery Park City,200,4897000
Harlem,235,3123000
Stuyvesant Town,151,2992000
Nolita,252,8459000
Tribeca,297,9062000
Lower East Side,201,2492000
Hudson Yards,334,10797000
Flatiron,372,10266000
Midtown East,122,2787000
East Harlem,157,1419000
West Village,184,5593000
Chinatown,56,560000
SoHo,283,7807000
Inwood,93,579000
Stuyvesant Town,44,746000
Midtown East,297,7984000
Midtown West,147,3007000
Kips Bay,94,1725000
Hudson Yards,65,1861000
Hell's Kitchen,124,2396000
Carnegie Hill,378,4640000
Tribeca,208,6150000
Midtown West,236,7393000
Morningside Heights,152,1678000
Hudson Yards,352,13013000
Hell's Kitchen,77,1801000
Stuyvesant Town,97,2053000
Hudson Yards,214,10444000
Midtown West,43,841000
Hamilton Heights,82,576000
Murray Hill,196,3644000
Battery Park City,224,3811000
Flatiron,180,3434000
East Harlem,148,1526000
Midtown East,37,893000
Hudson Yards,372,10560000
Morningside Heights,129,1379000
Gramercy Park,90,2073000
Inwood,111,769000
Chelsea,239,7538000
Chelsea,182,4522000
Carnegie Hill,235,6630000
SoHo,240,8538000
Washington Heights,135,1269000
East Harlem,197,1528000
Harlem,178,1603000
Upper West Side,233,4430000
Stuyvesant Town,106,1261000
East Harlem,115,1285000
Washington Heights,59,443000
Two Bridges,232,2276000
Midtown East,242,6147000
Gramercy Park,113,2403000
West Village,140,2147000
Flatiron,105,2701000
East Harlem,108,855000
Murray Hill,185,4241000
Financial District,42,1171000
SoHo,238,6340000
Little Italy,137,2521000
Hell's Kitchen,101,1127000
Midtown West,193,5539000
Hudson Yards,400,10373000
Hell's Kitchen,74,1183000
Harlem,102,936000
East Harlem,46,507000
Hell's Kitchen,61,1143000
Hamilton Heights,68,698000
Chelsea,109,2148000
Upper East Side,743,18532000
Chinatown,98,1164000
Hamilton Heights,180,1154000
SoHo,267,9210000
Lower East Side,187,3380000
Two Bridges,232,3070000
Battery Park City,97,1892000
Upper West Side,343,6818000
Midtown East,299,8063000
Hamilton Heights,142,862000
Harlem,63,781000
Lower East Side,127,1550000
Midtown East,399,10208000
SoHo,218,7117000
West Village,239,11420000
Financial District,201,4468000
Financial District,166,3052000
Stuyvesant Town,224,3461000
Midtown West,270,5165000
Upper West Side,373,8642000
Hudson Yards,310,7971000
Chinatown,82,976000
Stuyvesant Town,67,1078000
Tribeca,213,7473000
Flatiron,217,4285000
West Village,226,8547000
Two Bridges,142,2042000
Morningside Heights,125,1575000
Greenwich Village,238,7181000
Flatiron,102,3197000
Hell's Kitchen,188,3288000
Financial District,190,4299000
Midtown East,353,7519000
Chinatown,83,987000
Harlem,225,2222000
Greenwich Village,211,5538000
Upper East Side,530,17020000
Murray Hill,193,3565000
Hudson Yards,417,14778000
Carnegie Hill,303,8570000
Gramercy Park,240,5511000
Chinatown,210,2778000
Lower East Side,279,5834000
Battery Park City,278,6290000
Murray Hill,167,3312000
Nolita,186,5709000
Little Italy,101,2699000
Little Italy,136,3865000
Harlem,247,2618000
Morningside Heights,73,1031000
Upper East Side,294,7167000
Hell's Kitchen,222,4883000
Greenwich Village,255,7251000
Hudson Yards,282,8087000
Flatiron,284,8772000
Hudson Yards,65,1502000
Inwood,96,792000
Battery Park City,196,5229000
Gramercy Park,354,6793000
Little Italy,233,5948000
West Village,311,9361000
Hamilton Heights,102,985000
East Harlem,162,1372000
Little Italy,100,2510000
Gramercy Park,129,3869000
Upper West Side,256,4514000
Hell's Kitchen,37,860000
Upper East Side,485,14057000
Stuyvesant Town,189,2663000
Chelsea,130,4609000
SoHo,298,12020000
Hamilton Heights,115,759000
Battery Park City,260,4551000
Chinatown,111,1546000
Murray Hill,117,2449000
Washington Heights,112,843000
SoHo,453,16498000
Upper West Side,120,2368000
Midtown East,176,4700000
Upper West Side,177,2425000
Tribeca,84,3163000
Tribeca,445,18210000
Lower East Side,194,1806000
East Harlem,130,1201000
Flatiron,191,5587000
Hell's Kitchen,133,3043000
East Harlem,129,1633000
West Village,46,1481000
Chinatown,81,879000
Upper East Side,467,14439000
Morningside Heights,144,995000
Upper West Side,249,5363000
Financial District,121,2086000
Gramercy Park,372,7605000
Financial District,67,1240000
Carnegie Hill,245,5977000
Morningside Heights,141,2191000
Lower East Side,114,1900000
Hudson Yards,365,7951000
Kips Bay,228,4731000
Tribeca,294,11192000
Gramercy Park,313,8604000
Nolita,103,3028000
Hudson Yards,273,8161000
Murray Hill,113,2518000
Upper East Side,270,8484000
East Harlem,71,809000
Inwood,110,529000
Flatiron,55,1757000
Chinatown,33,356000
Washington Heights,69,502000
Murray Hill,275,6505000
Murray Hill,185,3390000
Greenwich Village,205,5517000
SoHo,168,3772000
Stuyvesant Town,154,1955000
Chelsea,212,5261000
Greenwich Village,269,6993000
Flatiron,191,4929000
Tribeca,235,9795000
Tribeca,343,9927000
Carnegie Hill,199,5505000
Washington Heights,164,1293000
Upper East Side,167,4696000
Murray Hill,184,4029000
Washington Heights,133,571000
Nolita,195,5588000
Hudson Yards,90,2819000
Chelsea,284,6194000
West Village,173,5747000
Morningside Heights,112,1561000
Little Italy,163,5092000
West Village,46,1485000
Two Bridges,202,1947000
Hamilton Heights,103,937000
Inwood,137,977000
Hudson Yards,249,12956000
Flatiron,302,7147000
East Harlem,201,1934000
Carnegie Hill,436,12546000
Gramercy Park,217,5541000
Little Italy,141,3365000
Nolita,257,8895000
Hamilton Heights,137,974000
Murray Hill,142,3040000
Carnegie Hill,115,2540000
Midtown West,200,5012000
East Harlem,60,432000
Lower East Side,172,2539000
Gramercy Park,121,2353000
Lower East Side,273,5047000
Stuyvesant Town,156,3037000
Nolita,167,4401000
Flatiron,234,6233000
Chinatown,133,1832000
Carnegie Hill,275,7757000
Harlem,98,1604000
Gramercy Park,130,3062000
Upper East Side,431,10516000
SoHo,201,6739000
Murray Hill,181,4111000
East Harlem,105,1220000
Hudson Yards,202,5278000
SoHo,322,7755000
Chelsea,178,3949000
West Village,255,7135000
Financial District,195,4284000
Harlem,161,1445000
Inwood,161,1136000
Carnegie Hill,171,4614000
Flatiron,267,6514000
Nolita,252,6861000
Chinatown,114,1363000
SoHo,200,5368000
Hell's Kitchen,243,5165000
Washington Heights,170,1384000
Hudson Yards,511,13146000
Nolita,241,6726000
Greenwich Village,236,6761000
Hell's Kitchen,163,3866000
West Village,144,4424000
Upper West Side,172,3237000
Stuyvesant Town,70,978000
Hudson Yards,147,4652000
Greenwich Village,162,5379000
Chinatown,135,1802000
Chelsea,188,4004000
Upper West Side,413,10267000
Murray Hill,196,3534000
SoHo,270,3516000
Murray Hill,120,2519000
SoHo,427,11824000
Murray Hill,208,3861000
Two Bridges,136,2047000
Lower East Side,182,3043000
Washington Heights,97,794000
Chelsea,81,2044000
Financial District,125,2736000
Washington Heights,134,1481000
West Village,215,5494000
Kips Bay,167,3291000
Lower East Side,37,515000
Midtown East,200,3139000
Hell's Kitchen,153,2461000
Stuyvesant Town,87,1127000
Tribeca,480,18308000
West Village,325,9240000
Upper West Side,401,11169000
West Village,357,9490000
Midtown West,313,6925000
Hell's Kitchen,207,4321000
Midtown West,73,1710000
Inwood,73,323000
Inwood,155,1127000
Flatiron,209,6525000
Little Italy,136,2433000
Nolita,127,4036000
SoHo,465,14287000
Nolita,101,2806000
Greenwich Village,138,3561000
Chelsea,203,4258000
SoHo,254,8670000
Carnegie Hill,455,13710000
Harlem,209,2172000
Hudson Yards,433,13003000
Battery Park City,200,4212000
Chelsea,117,1870000
Chelsea,141,3975000
Upper West Side,364,8859000
